ID;PARENT_ID;NIMI;BANNER_URL;KUVAUS_FI;KUVAUS_SV;KUVAUS_EN;NIMI_EN;NIMI_SV;CollectionPAGELink
41;501;Käännösten kirjasto;https://digi.kansalliskirjasto.fi/images/collections/boisson.jpg;"Pirjo Kukkosen nimikkorahasto

<img src=""https://www.kansalliskirjasto.fi/sites/default/files/styles/large/public/thumbnails/image/pirjo_kukkonen-1_0.jpg?itok=E0b6wx-h"" alt=""Pirjo Kukkonen"">

Professori Pirjo Kukkosen nimikkorahaston, joka on perustettu Kansalliskirjaston kulttuuriperintörahaston yhteyteen, tarkoituksena on säilyttää ja kartuttaa käännöksiin liittyvää kulttuuriperintöämme huomioiden sen tärkeän aseman, joka käännöksillä on ollut ja on tiedon ja kulttuuriperinnön siirtämisessä eri kielten, maiden ja kulttuurien välisenä käännöstoimintana. Käännösten kulttuuriperintö toteutuu digitalisoituna hankkeena, jonka kolmikielinen nimi on Käännösten kirjasto – Översättningsbiblioteket – The Library of Translations ja se on osana Kansalliskirjaston digitaalista kirjastoa ja Kansalliskirjaston kulttuuriperintörahastoa. 

_Käännösten kirjasto_ on digitaalinen resurssi, jossa alkuperäiset niin tietokirjallisuuden kuin kaunokirjallisuuden tekstit ja käännökset ovat kansalliskieltemme suomen ja ruotsin rinnakkaisteksteinä pilottihankkeen ensi vaiheessa. Seuraavat vaiheet käsittävät käännökset kansalliskieltemme ja pohjoismaisten kielten välillä sekä muiden kielten kuten kreikan, latinan, saksan, ranskan, venäjän, englannin jne. käännöksiä ja uuskäännöksiä. Käännösten kirjasto avautuu digi.kansalliskirjasto.fi  käyttöliittymässä.

Professori Kukkosen pitkä tutkijanura käsittää kielen, kirjallisuuden ja kääntämisen tutkimusta. Hän on ensimmäinen ruotsin kielen kääntämiseen nimitetty professori Helsingin yliopistossa, humanistisen tiedekunnan suomalais-ugrilaisessa ja pohjoismaisessa osastossa. Hän on erityisesti semiootikko (merkityksen tutkija) ja käännöstutkija, jonka pääasiallinen tutkimus käsittää kansalliskieltemme suomen ja ruotsin sekä pohjoismaisten kielten tutkimusta. Semiootikkona hän liikkuu merkkien valtakunnassa, erilaisten merkkien, merkkijärjestelmien ja kielipelien parissa, ts. miten merkitys syntyy ja miten erilaisia maailmoja käännetään. 

Johtavana ajatuksena hänen humanistisessa tutkimuksessaan on humanismin ja sivistyksen idea, miten tietoa luodaan ja miten sitä siirretään ja säilytetään kulttuuriperintönä. Pirjo Kukkosen rahasto ja Käännösten kirjasto on yksi tapa säilyttää ja kartuttaa kulttuuriperintöämme osana Kansalliskirjaston kulttuuriperintöhanketta. Kansalliskirjasto on ollut Pirjo Kukkoselle tärkeä sivistyksen, tiedon ja tieteen genius loci, hänen ensimmäisistä opiskeluvuosistaan lähtien. Digitaalinen Käännösten kirjasto on osa humanistista digitaalista kirjastoa. Se tarjoaa saavuttavuudellaan kokonaiskuvan siitä, miten alkuperäistekstit, käännökset ja niiden erilaiset versiot koottuina yhteen paikkaan osoittavat kääntämisen ja käännösten keskeisen aseman kulttuuri-, kieli-, kirjallisuus- ja käännöshistoriassamme. 

<a target=""_new"" href=""http://375humanistia.helsinki.fi/humanistit/pirjo-kukkonen"">http://375humanistia.helsinki.fi/humanistit/pirjo-kukkonen</A>

Haluatko lahjoittaa *Pirjo Kukkosen rahastoon*? Tee <a target=""_new"" href=""https://www.helsinki.fi/fi/innovaatiot-ja-yhteistyo/lahjoittajille"">Helsingin yliopiston lahjoitussivulla</A> lahjoitus Kansalliskirjaston kulttuuriperintörahastolle ja kirjoita lisätieto-kenttään rahaston nimi.";"Pirjo Kukkonens fond

<img src=""https://www.kansalliskirjasto.fi/sites/default/files/styles/large/public/thumbnails/image/pirjo_kukkonen-1_0.jpg?itok=E0b6wx-h"" alt=""Pirjo Kukkonen"">

Professor Pirjo Kukkonens namngivna fond har grundats i anslutning till Nationalbibliotekets fond för kulturarv. Pirjo Kukkonens fond har som mål att bevara, samla och utöka vårt kulturarv med fokus på den centrala roll översättning som företeelse har haft och har i traderingen av kunskap och kulturarv via en översättningstrafik mellan olika språk, länder och kulturer. I form av det digitaliserade projektet Översättningsbiblioteket – Käännösten kirjasto – The Library of Translations i anslutning till Nationalbibliotekets nationella digitala bibliotek via gränssnittet digi.kansalliskirjasto.fi och Nationalbibliotekets fond för kulturarv samlas översättningar på en digital plattform. 

Översättningsbiblioteket är en digital resurs bestående av original och översättningar som parallelltexter. I dess pilotfas omfattar Översättningsbiblioteket den översättningstrafik som skett och sker mellan våra nationalspråk finska och svenska inom både genrerna facklitteratur och skönlitteratur, fas två gäller översättningar från våra nationalspråk till nordiska språk och vice versa, följande faser omfattar översättningar från andra språk: grekiska, latin, tyska, franska, ryska, engelska etc.

Professor Kukkonen har en lång karriär inom språk-, litteratur- och översättningsforskning. Hon är den första utnämnda professorn i svensk översättning vid Helsingfors universitet, Finskugriska och nordiska avdelningen vid humanistiska fakulteten. Hon är språk-, litteratur- och översättningsforskare samt semiotiker (hur betydelse skapas) med fokus på forskning i översättning mellan våra nationalspråk finska och svenska samt i nordisk översättning. Som semiotiker rör hon sig i teckenriket, bland tecken, teckensystem och språkspel av olika slag, kring problematiken hur betydelse blir till och hur olika världar översätts. 

En ledande tanke i hennes humanistiska forskning är humanismens och bildningens idé, om hur kunskap skapas och traderas. Pirjo Kukkonens fond är ett sätt att bevara och utöka vårt kulturarv såsom den förvaltas av Nationalbiblioteket, ett för henne viktigt lärdomens och vetenskapens rum, genius loci, allt sedan hennes första studieår. Det digitala översättningsbibliotekets syfte är att synliggöra original och översättningar och därmed också skapa en helhetsbild av hur original och översättningar samlade lättillgängligt på ett ställe visar den centrala roll som de haft i vår kultur-, språk-, litteratur- och översättningshistoria.

<a target=""_new"" href=""http://375humanistia.helsinki.fi/sv/humanisterna/pirjo-kukkonen"">http://375humanistia.helsinki.fi/sv/humanisterna/pirjo-kukkonen</A>

Vill du donera till Pirjo Kukkonens fond? Gör en donation till Nationalbibliotekets kulturarvsfond via <a target=""_new"" href=""https://www.helsinki.fi/sv/innovationer-och-samarbete/donera"">Helsingfors universitets donationssidor</A> och skriv in fondens namn i fältet för mer information.";"Professor Pirjo Kukkonen Fund

<img src=""https://www.kansalliskirjasto.fi/sites/default/files/styles/large/public/thumbnails/image/pirjo_kukkonen-1_0.jpg?itok=E0b6wx-h"" alt=""Pirjo Kukkonen"">

The Professor Pirjo Kukkonen fund was established in her name as a part of the fund of cultural heritage at The National Library of Finland. The purpose of the fund is to preserve, collect and increase world wide cultural heritage focused on the important role of translation as a means of transferring knowledge and cultural heritage by translation traffic, that is, importing and exporting translations, between various languages, nations, and cultures. This will be realised as a digital project, The Library of Translations – Översättningsbiblioteket – Käännösten kirjasto, as a part of the digital library at The National Library of Finland and its Cultural Heritage Fund. The pilot project of translations promotes open access while presenting resources in digitised form; originals and translations as parallel texts will increase their visibility, availability and usability of the collections of translations through the digi.kansalliskirjasto.fi interface. 

_The Library of Translations_ is a digital resource consisting in its first pilot phase of originals and translations as parallel texts of both non-fiction and fiction between our national languages Finnish and Swedish, in the second phase of translations between our national languages and the Nordic languages. The third phase covers translations between our national languages Finnish and Swedish and other languages such as Greek, Latin, German, French, Russian, English, etc.

Pirjo Kukkonen is the first professor of Swedish translation studies at the University of Helsinki. She is a scholar in the fields of language, literature, and culture, a semiotician and translation researcher at the Department of Finnish, Finno-Ugrian and Scandinavian Studies, at the Faculty of Arts. She is conducting research of translation in our national languages Finnish and Swedish, and Scandinavian languages. As a semiotician she works in the realm of signs and sign systems with the interplay of signs and meaning, studying how meaning is created and how different worlds are translated.

A leading thought in her research is the idea of humanism and cultivating humanity, how knowledge is shaped and how it is transferred as cultural heritage. Therefore, her fund is a means to save, promote and increase cultural heritage as a part of The National Library of Finland. To her the library is an important place of learning and scientific research, a genius loci, since her early years of study. The aim of the digitised Library of Translations is to present a comprehensive picture of how originals, translations and their versions are collected under one title, offering visibility, increasing availability, and usability. The Library of Translations manifests the importance of translation in our cultural, language, literary and translation history.

<a target=""_new"" href=""http://375humanistia.helsinki.fi/en/humanists/pirjo-kukkonen"">http://375humanistia.helsinki.fi/en/humanists/pirjo-kukkonen</A>";The Library of Translations;Översättningsbiblioteket;https://digi.kansalliskirjasto.fi/collections?id=41
61;501;Kirjahistoria;images/collections/kkgen.png;"Kirjahistoria-kokoelma sisältää Ruotsin ajan Fennica-kirjallisuuden monografia-aineiston lähes kokonaisuudessaan, kirjahistoriaan ja sen tutkimukseen liittyviä painatteita sekä kasvatukseen ja lastenkirjallisuuteen liittyvää aineistoa 1600-luvulta alkaen. Kirjahistorian osalta digitoituina on bibliografioita, kirjahuutokauppaluetteloita, kirjastoluetteloita sekä joukko sekalaista kirjahistoriallista aineistoa, muun muassa kirjakenäytteitä. Kasvatuksen osalta pääpaino on 1700–1800-lukujen kristillisessä kasvatuksessa – aapisissa, pyhäkoulujulkaisuissa, raamatunhistorioissa ja katekismuksissa. Lastenkirjallisuus koostuu sekä profaanista lastenkirjallisuudesta että erilaisista lapsille suunnatuista uskonnollisista traktaateista, joita 1800-luvun lopulla ja 1900-luvun alussa julkaistiin runsaasti monien seurojen ja yhdistysten kautta.

<a target=""_new"" href=""http://urn.fi/URN:NBN:fi-fe2019052016150"">Tuija Laineen esitys</A> Kirjahistorian teoksista 2000 kirjan joukossa ""Humanistisia tietokirjoja ja lähteitä tutkimuksen tueksi"".";Samlingen Bokhistoria innehåller nästan allt monografiskt material från svenska tiden som ingår i Fennica-litteraturen, tryckalster som anknyter till bokhistorien och bokhistorisk forskning samt material som gäller fostran och barnlitteratur från och med 1600-talet. Den bokhistoriska delen består av bibliografier, en omfattande samling bokauktionskataloger, bibliotekskataloger och en del blandat bokhistoriskt material som till exempel prov på bokstavstyper. Vad gäller fostran ligger fokus på kristlig fostran under 1700–1900-talet, abc-böcker, söndagsskolpublikationer, biblisk historia och katekeser. Barnlitteraturen omfattar profan barnlitteratur och sagor samt olika religiösa traktater riktade till barn. Sådana publicerades i slutet av 1800-talet och början av 1900-talet i stor mängd av talrika sällskap och föreningar.;The book history collection contains the monographs of the Fennica literature of the Swedish era nearly in its entirety, book history and its research related works, and material about education and children’s literature from the 1600s. Within book history bibliographies, book auction lists, library catalogues and a set of assorted book history materials have been digitized, for example samples of letter types. Within education the main focus is on the 18th – 19th century Christian education – ABC-books, Sunday school publications, Biblical histories and catechisms. The children’s literature contains profane literature and various religious tracts for children, which at the end of the 19th and beginning of the 20th century were abundantly published by many societies and associations.;Book history;Bokhistoria;https://digi.kansalliskirjasto.fi/collections?id=61
462;381;Aikakauslehdet (rv);/images/collections/sv_blue.png;Suomen vanhimmat aikakauslehdet;Finlands äldsta tidskrifter.;Finland's earliest journals.;Journals;Tidningar;https://digi.kansalliskirjasto.fi/collections?id=462
471;381;Kasvatus;/images/collections/svranta.png;Kasvatustiedettä, suomen-, ruotsin- ja latinankielisiä oppikirjoja.;Pedagogik samt läroböcker på finska, svenska och latin.;Pedagogy, as well as textbooks in Finnish, Swedish and Latin.;Education;Pedagogik;https://digi.kansalliskirjasto.fi/collections?id=471
474;381;Kirjatieto;/images/collections/sv_blue.png;Kirjahistoriaa. Alakokoelma sisältää kirjapaino-, kirjasto- ja huutokauppaluetteloita.;Bokhistoria. Delsamlingen innehåller kataloger från boktryckerier, bibliotek och auktioner.;Book history. The subcollection contains catalogues from printing houses, libraries and auctions.;Book Knowledge;Bokkunskap;https://digi.kansalliskirjasto.fi/collections?id=474
479;381;Matemat. ja luonnontiede;/images/collections/sv_blue.png;;;;Mathematics and Natural Sciences;Matematik och naturvetenskap;https://digi.kansalliskirjasto.fi/collections?id=479
488;381;Turun akatemian väitöskirjat;/images/collections/sv_blue.png;"Kuninkaallisessa Turun akatemiassa (sv. Kungliga akademien i Åbo, lat. Regia academia aboensis) ilmestyi vuosina 1642-1828 noin 4433 väitöskirjaa tai muuta opinnäytettä.

Digitaalisiin väitöskirjoihin on liitetty eri teoskappaleista löytyvät onnittelu- ja omistuskirjoitukset sekä muut aikalaismerkinnät. Kokoelman perustana on käytetty Jorma Vallinkosken luetteloa Turun Akatemian väitöskirjat 1642 -1828. Helsinki 1962-1966. Kokoelma kattaa kansalliskokoelmassa olevat alkuperäiset väitöskirjat. Siitä puuttuvat Kansalliskirjastossa vain jäljenteinä olevat väitöskirjat. Mukaan on liitetty myös Pehr Kalmin (1716-1779) väitöskirjat.

Kansalliskirjasto on luetteloinut ja digitoinut nämä opinnäytteet Ilkka ja Ulla Paateron rahaston varoilla.

<a target=""_new"" href=""https://www.doria.fi/handle/10024/50699"">https://www.doria.fi/handle/10024/50699</A>";"Till de digitala dissertationerna har sammanfogats gratulationer, dedikationer och andra samtida anmärkningar som härstammar från olika verksexemplar. Samlingen har sammanställts utgående från Jorma Vallinkoskis katalog Turun Akatemian väitöskirjat 1642–1828 (Helsinki 1962–1966). Samlingen innehåller de dissertationer som finns i nationalsamlingen i original. Den innehåller inte de dissertationer som enbart finns i Nationalbiblioteket i form av kopior. I samlingen finns även Pehr Kalms (1716–1779) dissertationer.

Nationalbiblioteket har inventerat och digitaliserat dissertationerna med stöd från Ilkka och Ulla Paateros fond.

<a href=""https://www.doria.fi/handle/10024/50699"" target=""_new"">https://www.doria.fi/handle/10024/50699</A>";"Approximately 4433 dissertations were published at the The Royal Academy of Turku during the years 1642-1828.

Dedications, congratulations and other writings have been incorporated into the digital editions from various copies of the dissertations. Jorma Vallinkoski's catalogue Turun Akatemian väitöskirjat 1642-1828 (Helsinki 1962-1966) was employed in composing the collection. The collection encompasses only the dissertations of which there are original copies in the National Library's collections, and does not contain dissertations of which there are only reproductions in the collection. The dissertations of Pehr Kalm (1716-1779) are also included.

The cataloguing and digitalisation of the dissertations has been funded by the Ilkka and Ulla Paatero Fund.


<a target=""_new"" href=""https://www.doria.fi/handle/10024/50699"">https://www.doria.fi/handle/10024/50699</A>";Dissertations of the Royal Academy of Turku;Dissertationer vid Kungliga Akademien i Åbo;https://digi.kansalliskirjasto.fi/collections?id=488
489;381;Arkkiveisut;/images/collections/swsin.png;Pääsääntöisesti yhden painoarkin (16 sivua) laajuisia painatteita. Sisältävät yleensä lauluja, vanhimmat lähinnä virsiä. Joukossa on jonkin verran satuja.;Trycksaker, i regel bestående av ett tryckark (16 sidor). Innehåller vanligen sånger, de äldsta framför allt psalmer. Innehåller även en del sagor.;Publications principally containing songs, and generally composed of one printed sheet (16 pages). The oldest publications consist mainly of hymns. There are also some fairy tales.;Broadsheet;Skillingtryck;https://digi.kansalliskirjasto.fi/collections?id=489
480;381;Oikeus- ja valtiotiede;/images/collections/swsin.png;Kokoelma sisältää lakikirjoja, rauhansopimuksia, valtiopäiväkirjallisuutta, hovioikeuden kiertokirjeitä, oikeusjuttuja, maaherran kuulutuksia, pienpainatteita kaupungeista ja maaseudulta sekä painatteita tullitaksoista ja kuittikirjoja.;Samlingen innehåller lagböcker, fredsfördrag, riksdagspublikationer, hovrättens cirkulär, rättstvister, landshövdingars kungörelser, småtryck från städer och landsbygd samt trycksaker över tulltariffer och kvittensböcker.;The collection contains statute books, peace treaties, publications of the parliament, the courts of appeal's circular letters, court cases, provincial governors' proclamations, ephemera from cities and countryside, and publications of customs tariffs and receipt books.;Jurisprudence and Political Sciences;Rättsvetenskap och statsvetenskap;https://digi.kansalliskirjasto.fi/collections?id=480
484;381;Synodaalikirjallisuus;/images/collections/sv_blue.png;Pappeinkokouksiin liittyviä pöytäkirjoja, synodaaliväitöskirjoja ja -puheita.;Protokoll från prästmöten samt synodalavhandlingar och -tal.;Minutes for convocations, theses synodales and synodal speeches.;Synodical Literature;Synodallitteratur;https://digi.kansalliskirjasto.fi/collections?id=484
541;501;Slavica - Futuristit;images/collections/kkgen.png;Futurismi-kokoelma sisältää harvinaisia venäläisen avantgarden keskeisten taiteilijoiden ja kirjailijoiden teoksia 1900-luvun alkuvuosikymmeniltä. Avantgarden taidesuuntauksille ominaista on tekstin, kuvan, musiikin ja teatterin yhdistäminen samaan teokseen tai julkaisuun. Slaavilaisen kirjaston futuristi-kokoelmassa on mm. Aleksandr Blokin, Burljukin veljesten, Natalia Gontšarovan, Velimir Hlebnikovin, Aleksei Krutšonyhin, Vladimir Majakovskin ja Olga Rozanovan teoksia, joissa yhdistellään kuvallista ilmaisua, runoutta ja proosaa.;Futurismsamlingen innehåller sällsynta verk av centrala ryska avantgardeartister och författare från 1900-talets tidiga årtionden. Typiskt för avantgardekonsten är blandandet av text, musik och teater i samma verk eller publikation. Slaviska bibliotekets futuristsamling innehåller verk som kombinerar bildliga uttryck med poesi och prosa av bland andra Aleksandr Blokin, bröderna Burljukin, Natalia Gontšarova, Velimir Hlebnikov, Aleksei Krutšony, Vladimir Majakovski och Olga Rozanova.;The Futurism collection contains rare works by central Russian avant-garde artists and writers from the early decades of the 20th century. Typically avant-garde art mixes text, music images and theatre. The futurist collection of the Slavonic library contains works by Aleksandr Blokin, Burljukin brothers, Natalia Gontšarova, Velimir Hlebnikov, Aleksei Krutšony, Vladimir Majakovski and Olga Rozanova, amongst others.;Slavica - Futurists;Slavica - Futurister;https://digi.kansalliskirjasto.fi/collections?id=541
561;501;Keisarillisen Aleksanterin yliopiston väitöskirjat;/images/collections/kkgen.png;"Kokoelma sisältää kaikki Keisarillisen Aleksanterin-yliopiston väitöskirjat ja stipendiaattiteesit digitaalisena kopiona. Vuosina 1828-1917 yliopistossa painettiin yhteensä erilaista 1968 väitösjulkaisua. 

Väitöskirjojen lisäksi digitoitiin ja julkaistiin myös muita Keisarillisen Aleksanterin-yliopiston toimintaan ja kulttuuriin liittyviä julkaisuja, kuten erilaisiin akateemisiin juhlallisuuksiin liittyvää kirjallisuutta, rehtorin puheita ja kertomuksia, perussäädökset eli statuutit, opinto-oppaita, virkaanastujaisluentoja sekä promootiokirjallisuutta.

Lue lisää: <a target=""_new"" href=""https://www.kansalliskirjasto.fi/fi/uutiset/keisarillisen-aleksanteri-yliopiston-vaitoskirjat-ja-stipendiaattiteesit-vuosilta-1828-1917"">https://www.kansalliskirjasto.fi/fi/uutiset/keisarillisen-aleksanteri-yliopiston-vaitoskirjat-ja-stipendiaattiteesit-vuosilta-1828-1917</A> ja  <a target=""_new"" href=""https://blogs.helsinki.fi/scriptaselecta/2021/02/04/till-vetenskapernas-gynnare/"">https://blogs.helsinki.fi/scriptaselecta/2021/02/04/till-vetenskapernas-gynnare/</A>.

Vapaasti käytettävä aineisto on saatavilla digi.kansalliskirjasto.fi -palvelusta. Kokonaisuuden uudempaan tekijänoikeuksien (tekijän kuolinvuosi 1951 tai myöhemmin) alaiseen aineistoon voi tutustua vapaakappaletyöasemilla.";"Samlingen innehåller digitala kopior av samtliga doktorsavhandlingar och stipendiatteser som utgivits vid Kejserliga Alexandersuniversitetet i Finland. Under åren 1828–1917 trycktes sammanlagt 1968 olika avhandlingspublikationer vid universitetet. 
Utöver doktorsavhandlingarna digitaliserades och publicerades även andra publikationer angående verksamheten och kulturen vid Kejserliga Alexandersuniversitetet, såsom litteratur som rör olika akademiska högtider, rektors tal och berättelser, grundläggande stadgor, dvs. statuter, studiehandböcker, installationsföreläsningar samt promotionslitteratur.
Läs mer: https://www.kansalliskirjasto.fi/sv/nyheter/doktorsavhandlingar-och-stipendiatteser-vid-kejserliga-alexanders-universitet-fran-aren 
Det fritt tillgängliga materialet finns i tjänsten digi.kansalliskirjasto.fi. Nyare material i helheten som omfattas av upphovsrätt (författarens dödssår 1951 eller senare) kan läsas på friexemplarsterminaler.";;Dissertations of Imperial Alexander University in Finland;Avhandlingar vid Kejserliga Alexandersuniversitetet i Finland;https://digi.kansalliskirjasto.fi/collections?id=561
562;561;Yleisteokset. Bibliografiat. Kirjastotiede.;/images/collections/kkgen.png;;;;General reference works. Bibliographies. Librarianship.;Allmänna encyklopedier och uppslagsverk. Bibliografier. Biblioteksvetenskap.;https://digi.kansalliskirjasto.fi/collections?id=562
563;561;Filosofia. Psykologia.;/images/collections/kkgen.png;;;;Philosophy. Psychology.;Filosofi. Psykologi.;https://digi.kansalliskirjasto.fi/collections?id=563
564;561;Uskonto. Uskontotiede.;/images/collections/kkgen.png;;;;Religion. Theology.;Religion. Teologi.;https://digi.kansalliskirjasto.fi/collections?id=564
565;561;Yhteiskuntatieteet;/images/collections/kkgen.png;;;;Social sciences;Samhällsvetenskaperna;https://digi.kansalliskirjasto.fi/collections?id=565
566;561;Maantiede. Kansatiede.;/images/collections/kkgen.png;;;;Geography. Ethnology.;Geografi. Etnologi.;https://digi.kansalliskirjasto.fi/collections?id=566
567;561;Luonnontieteet. Matematiikka. Lääketiede;/images/collections/kkgen.png;;;;Natural sciences. Mathematics. Medical sciences.;Naturvetenskap. Matematik. Medicin.;https://digi.kansalliskirjasto.fi/collections?id=567
568;561;Tekniikka. Liiketalous.;/images/collections/kkgen.png;;;;Technology.  Business management.;Teknik. Företagsekonomi.;https://digi.kansalliskirjasto.fi/collections?id=568
569;561;Taide. Urheilu.;/images/collections/kkgen.png;;;;The arts. Sport;Konst. Sport.;https://digi.kansalliskirjasto.fi/collections?id=569
570;561;Kaunokirjallisuus. Kirjallisuustiede. Kielitiede;/images/collections/kkgen.png;;;;Language. Linguistics. Literature;Språk. Lingvistik. Litteratur.;https://digi.kansalliskirjasto.fi/collections?id=570
571;561;Historia.;/images/collections/kkgen.png;;;;History;Historia;https://digi.kansalliskirjasto.fi/collections?id=571
572;561;Keisarillisen Aleksanterin yliopiston julkaisut;/images/collections/kkgen.png;;;;Publications of Imperial Alexander University in Finland;Publikationer utgivna av Kejserliga Alexandersuniversitetet i Finland;https://digi.kansalliskirjasto.fi/collections?id=572
581;101;Suomalainen Teologinen Kirjallisuusseura;images/collections/kkgen.png;"Digitoinnilla on valtava merkitys teologisen tutkimuksen säilytyksen ja saatavuuden kannalta

Suomalainen Teologinen Kirjallisuusseura on julkaissut ajankohtaista teologista tutkimusta ja klassikkojen käännöksiä perustamisvuodesta 1891 lähtien. Kuten muutkin alan seurat, STKS on pieni toimija, kirjojen painosmäärät ovat rajallisia, ja vuosikymmenten jälkeen niitä voi olla lähes mahdoton saada mistään. Digitoinnilla tallennetaan pysyvästi merkittävä osa suomalaisen teologisen tutkimuksen historiaa ja varmistetaan, että se on tulevien sukupolvien käytössä.
Yhteensä digitoituja teoksia on 173 (38 516 sivua), joista avoimesti julkaistaan 146. Loput 27 ovat käytettävissä Kansalliskirjastossa ja vapaakappalekirjastoissa, vapaakappaletyöasemilla. Projektin on rahoittanut Suomen Tiedekustantajien liitto.";"Digitaliseringen har en enorm betydelse för den teologiska forskningens bevarande och tillgänglighet.

Suomalainen Teologinen Kirjallisuusseura (Finska Teologiska Litteratursällskapet) har publicerat aktuell teologisk forskning och översättningar av klassiker ända sedan dess grundade 1891. I likhet med andra sällskap på området är också STKS en liten aktör, böckernas upplagor är begränsade och när decennier förflutit kan det vara så gott som omöjligt att få tag på verken. Genom digitalisering kan man permanent lagra en betydande del av den finländska teologiska forskningens historia och säkerställa att den är tillgänglig för kommande generationer. 

Totalt är 173 (38 516 sidor) verk digitaliserade, av vilka 146 publiceras öppet. De resterande 27 är tillgängliga på friexemplarbibliotekens dataterminaler för friexemplar. Projektet har finansierats av Förbundet för vetenskapspublicering i Finland.";"Digitisation has a Huge Impact on the Preservation and Accessibility of Theological Research 
Suomalainen Teologinen Kirjallisuusseura (Finnish Theological Literature Society) has published current theological research and translations of classics since it was established in 1891. Like other societies in the field, STKS is a small actor, the printed volumes are restricted and after decades they can be almost impossible to find. Digitisation is a permanent measure for saving a considerable amount of the history of Finnish theological research and for ensuring its accessibility to future generations. 
There are 173 books digitized (38 516 pages) and of them 146 digital copies now have open access. The remaining 27 can be used at the National Library premises and in free deposit libraries, via free deposit work stations. The project has been funded by the Finnish Association for Scholarly Publishing.";;;https://digi.kansalliskirjasto.fi/collections?id=581
161;101;Varhaisimmat suomalaiset nuottijulkaisut;images/collections/nuotit_banner.jpg;"Nuottien digitoinnin pilottihankkeessa valittiin, luetteloitiin, digitoitiin ja julkaistiin pieni määrä tekijänoikeudesta vapaita Paciuksen nuottijulkaisuja avoimeen käyttöön. Tavoitteena oli tunnistaa nuottien digitointiprosessin eri vaiheet, sekä tunnistaa eri vaiheiden jo toimivat ja jatkokehitystä vaativat kohdat. Kansalliskirjaston 25 000 nuottijulkaisua käsittävästä kokoelmasta vuosilta 1801­–1976 on valittu noin 1000 sivun otos säveltäjä Fredrik Paciuksen (1809–1891) tuotannosta, 

Kansalliskirjaston vanhojen nuottien kokoelmassa Paciuksen teoksia on 116 nimekettä jotka käsittävät 287 sävellystä. Nuottijulkaisut muodostavat ulkoasultaan (arkkeja, vihkoja, kirjoja, pahvikortteja), sisällöltään ja tekijöiden kannalta monipuolisen kokonaisuuden.

Voit lukea lisää nuottikokoelman digitoinnista <a target=""_new"" href=""https://www.kansalliskirjasto.fi/fi/uutiset/kansalliskirjaston-nuottikokoelma-etsii-tietaan-verkkoon"">tiedotteesta</A> ja pilottihankkeen <a target=""_new"" href=""http://urn.fi/URN:ISBN:%20978-951-51-5089-9"">raportti löytyy Doria.fi-palvelusta.</A>";"Inom pilotprojektet för notdigitalisering valdes, katalogiserades, digitaliserades och publicerades ett mindre urval upphovsrättsfria verk av kompositören Fredrik Pacius (1809–1891). Målet var att identifiera olika faser i notdigitaliseringsprocessen och samtidigt klargöra vilka skeden som fungerade och vilka som krävde vidare utveckling. Ett urval på ungefär 1000 sidor med Fredrik Pacius produktion plockades ut ur Nationalbibliotekets samling med 25 000 notutgåvor från åren 1801–1976.
Nationalbibliotekets samling notutgåvor innehåller sammanlagt 116 titlar av Pacius som omfattar 287 kompositioner. Den mångsidiga helheten innehåller utgåvor av varierande utformning (ark, häften, böcker, kartongkort), innehåll och författare.";"The goal was to identify different digitization process phases for sheet music digitization and to identify steps that work and those requiring further development. The music collection incorporates 25 000 works from years 1801–1976 and about a thousand pages were selected from the composer Fredrik Pacius.  

The old sheet music collection of the National Library includes 116 works from Pacius and these include 287 compositions. The sheet music publications generate a versatile collection from layout (sheets, booklets, books, cardboard cards), content and author perspectives.";The Earliest Finnish Scores and Sheet Music;De tidigaste finska notutgåvorna;https://digi.kansalliskirjasto.fi/collections?id=161
182;103;Tietokirjoja;images/collections/colbanner2.jpg;Kirjahistorian teoksia, osa käytettävissä ilman kirjautumista ja osa käytettävissä Haka-kirjautumisella yliopistoissa ja korkeakouluissa.;Bokhistoriskt intressanta böcker, en del är tillgängliga utan inloggning och en del via Haka-autentisering vid universitet och högskolor.;Book history, where part of the works is available without login and part is available in all the universities and universities of applied sciences with the Haka authentication.;Book history selections;Bokhistoria;https://digi.kansalliskirjasto.fi/collections?id=182
